Nombre común |Nombre Ingles |Nombre científico |Clase|Orden |Familia|Golfo de México|Mar Caribe|Pacífico |Fuera del país |Grupo |Nacional/Importado |Objetivo |incidental |Deportiva |Fomento |Cultivada|Cartel |Tríptico |Tallas de captura (cm)|Tipo de captura (Selectiva, No selectiva |Tipo de arte de pesca|Lista roja IUCN|CITES|NOM-059-SEMARNAT-2010|Tipo de Veda|Veda|Generalidades |Distribución |Cultivada / capturada|Comercio|País de importación |Carta Nacional Pesquera (2012) Pacífico zona 1|Carta Nacional Pesquera (2012) Pacífico zona 2|Carta Nacional Pesquera (2012) Pacífico zona 3 |Carta Nacional Pesquera (2012) Golfo Mex y Caribe zona 1 |Carta Nacional Pesquera (2012) Golfo Mex y Caribe zona 2 |Carta Nacional Pesquera (2012) Golfo Mex y Caribe zona 3 |Estado según Arreguín et al. Litoral Oriental del Golfo de California |Estado según Arreguín et al. Litoral centro del Pacífico mexicano|Estado según Arreguín et al. Golfo de Tehuantepec |Estado según Arreguín et al. De Tamaulipas a Tabasco|Estado según Arreguín et al.  Banco de Campeche
Cabrilla cachete amarillo|Parrot Sand Bass|Paralabrax loro|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas|Nacional|1|0|0|0|0|Cartel |Tríptico  |50-70|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Vive en arrecifes rocosos. Se alimenta de peces y crustáceos.|Se distribuye en el Pacífico Oriental, desde el Golfo de California a Perú. |Capturada|Se utiliza la carne. ||Máximo aprovechamiento permisible|Sin datos|Sin datos||||sobre pesca|colapso|sobre pesca||
Cabrilla de roca |Spotted Sand Bass|Paralabrax maculatofasciatus|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas|Nacional|1|0|0|0|0|Cartel |Tríptico  |15-60|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Vive en arrecifes rocosos, fondos arenosos, paraderas de pastos marinos. Se alimenta de peces y crustáceos.|Se distribuye en el Pacífico Oriental, desde California a Oaxaca.|Capturada|Se utiliza la carne. ||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Sin datos||||sobre pesca|colapso|sobre pesca||
Verdillo |Barred Sand Bass|Paralabrax nebulifer|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas|Nacional|1|0|0|0|0|Cartel |Tríptico  |20-60|Selectiva|Trampa Selectiva. ||||||Especie marina de hábitos costeros. Vive en arrecifes rocosos y bosques de macroalgas. Se alimenta de peces y crustáceos. |Se distribuye en el Pacífico Oriental, desde California a Baja California Sur.|Capturada|Se utiliza la carne. ||Máximo aprovechamiento permisible|Sin datos|Sin datos||||sobre pesca|colapso|sobre pesca||
Lenteja||Epinephelus drummondhayi|Peces óseos|Perciformes|Serranidae|1|1|0|0|Meros||1|0|0|0|0||||||En peligro crítico|||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||
Extraviado|Yellowedge Grouper|Epinephelus flavolimbatus|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|1|0|0|0|0|Cartel |Tríptico  |50-115|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.|Vulnerable|||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina que vive asociada a arrecifes rocosos y bancos de arena. Se alimenta de una gran variedad de invertebrados y peces.|Se distribuye en el Atlántico occidental, desde Carolina del Norte en Estados Unidos hasta Brasil.|Capturada|Se utiliza la carne. |||||Desconocida|Deterioro |Deterioro |||||
Mero guasa|Goliath Grouper|Epinephelus itajara|Peces óseos|Perciformes|Serranidae|1|1|1|0|Meros||1|1|0|0|0||||||En peligro crítico|||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||
Mero/Cherna americana|Red Grouper|Epinephelus morio|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|1|0|0|0|0|Cartel |Tríptico  |35-125|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.|Casi amenazada|||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina que vive en zonas arrecifales, en profundidades que van de los 70 a 330 metros. Se alimenta de peces e invertebrados.|Se distribuye en el Atlántico occidental, desde Carolina del Norte hasta Brasil.|Capturada|Se utiliza la carne. |||||Deterioro |Deterioro |Deterioro |||||
Mero del Caribe|Nassau Grouper|Epinephelus striatus|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|1|0|0|0|0|Cartel |Tríptico  |48-122|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.|En peligro|||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina de aguas poco profundas. Vive en cuevas submarinas y en arrecifes. Los juveniles viven en las praderas de pastos marinos. Se alimenta crustáceos, pequeños invertebrados y peces.|Se distribuye en el Atlántico occidental, desde Florida al sur de Brasil.|Capturada|Se utiliza la carne. |||||Desconocida|Deterioro |Deterioro |||||
Mero negro|Warsaw Grouper|Hyporthodus nigritus|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|1|0|0|0|0|Cartel |Tríptico  |50-230|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.|En peligro crítico|||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina, que vive en fondos rocosos. Los juveniles viven cerca de muelles y en arrecifes de poca profundidad. Se alimenta de crustáceos y peces.|Se distribuye en el Atlántico occidental, desde Massachusetts hasta Brasil. |Capturada|Se utiliza la carne. |||||Deterioro |Deterioro |Deterioro |Sin datos|sobre pesca|sobre pesca||
Negrillo||Mycteroperca bonaci|Peces óseos|Perciformes|Serranidae|1|1|0|0|Meros||1|0|0|0|0||||||Casi amenazada|||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||
Guacamayo||Mycteroperca microlepis|Peces óseos|Perciformes|Serranidae|1|1|0|0|Meros||1|0|0|0|0|||||||||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||
Guacamayo||Mycteroperca venenosa|Peces óseos|Perciformes|Serranidae|1|1|0|0|Meros||0|1|0|0|0||||||Casi amenazada|||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||
Guaseta del Pacífico||Alphestes immaculatus|Peces óseos|Perciformes|Serranidae|0|0|1|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Enjambre ||Cephalopholis panamensis|Peces óseos|Perciformes|Serranidae|0|0|1|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Serrano arenero||Diplectrum formosum|Peces óseos|Perciformes|Serranidae|1|0|0|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Serrano cabicucho||Diplectrum pacificum|Peces óseos|Perciformes|Serranidae|0|0|1|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Aguavina||Diplectrum radiale|Peces óseos|Perciformes|Serranidae|1|0|0|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Baqueta ||Epinephelus acanthistius|Peces óseos|Perciformes|Serranidae|0|0|1|0|Otros||1|0|0|0|0||||||||||||||||||||||sobre pesca|sobre pesca|sobre pesca||
Payaso||Epinephelus guttatus|Peces óseos|Perciformes|Serranidae|1|1|0|0|Otros||1|0|0|0|0|||||||||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||
Baqueta ploma||Epinephelus niphobles|Peces óseos|Perciformes|Serranidae|0|0|1|0|Otros||1|0|0|0|0||||||||||||||||||||||||||
Cherna pinta||Hyporthodus niveatus|Peces óseos|Perciformes|Serranidae|1|1|0|0|Otros||1|0|0|0|0||||||Vulnerable|||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||
Chema boca amarilla||Mycteroperca interstitialis|Peces óseos|Perciformes|Serranidae|1|1|0|0|Otros||1|1|0|0|0||||||Vulnerable|||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||
Sandía||Paranthias colonus|Peces óseos|Perciformes|Serranidae|0|0|1|0|Otros||0|1|0|0|0||||||||||||||||||||||sobre pesca|colapso|sobre pesca||
Serrano bandera||Serranus huascarii|Peces óseos|Perciformes|Serranidae|0|0|1|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Cherna enjambre||Cephalopholis cruentata |Peces óseos|Perciformes|Serranidae|1|1|0|0|||0|1|0|0|0|||||||||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||
Lenguado||Solea spp|Peces óseos|Pleuronectiformes|Soleidae|0|0|0|1|Peces importados ||0|0|0|0|||||||||||||||Congelado. ||||||||||||
Sargo  ||Archosargus probatocephalus|Peces óseos|Perciformes|Sparidae|1|0|0|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Sargo amarillo ||Archosargus rhomboidalis|Peces óseos|Perciformes|Sparidae|1|1|0|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Pluma ||Calamus bajonado|Peces óseos|Perciformes|Sparidae|1|0|0|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Mojarrón ||Calamus brachysomus|Peces óseos|Perciformes|Sparidae|0|0|1|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Xlavita ||Lagodon rhomboides|Peces óseos|Perciformes|Sparidae|1|0|0|0|Otros||1|0|0|0|0||||||||||||||||||||||||||
Mojarrón ||Calamus arctifrons|Peces óseos|Perciformes|Sparidae|1|1|0|0|||0|1|0|0|0||||||||||||||||||||||||||
Cachipluma||Calamus calamus|Peces óseos|Perciformes|Sparidae|1|1|0|0|||0|1|0|0|0||||||||||||||||||||||||||
Pluma ||Calamus nodosus|Peces óseos|Perciformes|Sparidae|1|1|0|0|||0|1|0|0|0||||||||||||||||||||||||||
Mojarra pluma||Calamus pennatula|Peces óseos|Perciformes|Sparidae|1|1|0|0|||0|1|0|0|0||||||||||||||||||||||||||
Pluma jorobada||Calamus proridens|Peces óseos|Perciformes|Sparidae|1|1|0|0|||0|1|0|0|0||||||||||||||||||||||||||
Sargo rojo||Pagrus pagrus|Peces óseos|Perciformes|Sparidae|1|1|0|0|||0|1|0|0|0||||||En peligro||||||||||||||||||||
Barracuda ||Sphyraena ensis|Peces óseos|Perciformes|Sphyraenidae|0|0|1|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Tolete||Sphyraena guachancho|Peces óseos|Perciformes|Sphyraenidae|1|1|0|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Picuda||Sphyraena barracuda|Peces óseos|Perciformes|Sphyraenidae|1|1|0|0|||0|1|0|0|0||||||||||||||||||||||||||
Tiburón martillo/ Cornuda cabeza de pala|Bonnethead Cornuda|Sphyrna tiburo|Chondrichthyes|Carcharhiniformes|Sphyrnidae|1|1|0|0|Cazones |Nacional|1|0|0|0|0|Cartel |Tríptico  |80-150|No selectiva|Red de enmalle para tiburones y rayas en embarcaciones menores, palangre para tiburón oceánico y pez espada.||||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto. |Especie marina que vive en zonas costeras con fondos arenosos, fangosos y en zonas arrecifales. Se alimenta de crustáceos, moluscos y peces.|Se distribuye en el Atlántico occidental, desde Carolina del Norte en Estados Unidos hasta Brasil.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.|||||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|||||
Tiburón martillo|Scalloped Bonnethead|Sphyrna corona|Chondrichthyes|Carcharhiniformes|Sphyrnidae|0|0|1|0|Tiburones|Nacional|1|0|0|0|0|Cartel |Tríptico  |50-90|No selectiva|Red de enmalle para tiburones y rayas en embarcaciones menores.|Casi amenazada|||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina. Vive en la plataforma continental posiblemente cerca de la costa. Se alimenta de peces.|Se distribuye en el Pacífico Oriental, desde el Golfo de California a Perú.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.|||||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|||||
Cornuda común|Scalloped hammerhead|Sphyrna lewini|Chondrichthyes|Carcharhiniformes|Sphyrnidae|1|1|1|0|Tiburones|Nacional|1|0|0|0|0|||150-400|No selectiva|Palangre pelágico, red de fondo, redes de arrastre. |En peligro|Apéndice II||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.  (Pacífico) del 1 de mayo al 31 de julio.|Especie marina. Vive en la plataforma continental posiblemente cerca de la costa. Se alimenta de peces.|Se distribuye casi en todos los mares.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|||||
Cornuda gigante|Great hammerhead|Sphyrna mokarran|Chondrichthyes|Carcharhiniformes|Sphyrnidae|0|0|1|0|Tiburones|Nacional|1|0|0|0|0|||200-300|No selectiva|Palangre pelágico, red de fondo, redes de arrastre. |En peligro|Apéndice II||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.  (Pacífico) del 1 de mayo al 31 de julio.|Especie marina. Vive en la plataforma continental posiblemente cerca de la costa. Se alimenta de peces.|Se distribuye casi en todos los mares.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible||||||||
Cornuda prieta|Smooth Hammerhead|Sphyrna zygaena|Chondrichthyes|Carcharhiniformes|Sphyrnidae|0|0|1|0|Tiburones|Nacional|1|0|0|0|0|Cartel |Tríptico  |200-400|No selectiva|Red de enmalle para tiburones y rayas en embarcaciones menores.|Vulnerable|||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos costeros. Se alimenta de peces, tiburones, rayas, crustáceos y cefalópodos.|Se distribuye casi en todos los mares.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible||||||||
Cazón espinoso||Squalus cubensis|Tiburones |Squaliformes|Squalidae|1|1|0|0|Cazones ||1|0|0|0|0|||||||||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto. ||||||||||||||||
Angelote del Pacífico|Pacific angel shark|Squatina californica|Tiburones |Squatiniformes|Squatinidae|0|0|1|0|Tiburones||1|0|0|0|0||||||Casi amenazada|||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.||||||||||||||||
Tiburón ángel||Squatina dumeril|Tiburones |Squatiniformes|Squatinidae|1|1|0|0|Tiburones||1|0|0|0|0|||||||||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto. ||||||||||||||||
Palometa pámpano||Peprilus paru|Peces óseos|Perciformes|Stromateidae|1|1|0|0|||0|1|0|0|0||||||||||||||||||||||||||
Chile||Synodus foetens|Peces óseos|Aulopiformes|Synodontidae|1|0|0|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Chile lagarto|calico lizardfish|Synodus lacertinus|Peces óseos|Aulopiformes|Synodontidae|0|0|1|0|Chile||0|1|0|0|0||||||||||||||||||||||Sin datos|Sin datos|Sin datos||
Conejo blanco||Lagocephalus laevigatus|Peces óseos|Tetraodontiformes|Tetraodontidae|1|1|0|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Botete diana||Sphoeroides annulatus|Peces óseos|Tetraodontiformes|Tetraodontidae|0|0|1|0|Otros||0|1|0|0|0||||||||||||||||||||||Sin datos|Sin datos|Sin datos||
Tamborín narizón||Canthigaster rostrata|Peces óseos|Tetraodontiformes|Tetraodontidae|1|1|0|0|||0|1|0|0|0||||||||||||||||||||||||||
Botete jaspeado||Sphoeroides dorsalis|Peces óseos|Tetraodontiformes|Tetraodontidae|1|1|0|0|||0|1|0|0|0||||||||||||||||||||||||||
Botete sureño||Sphoeroides nephelus|Peces óseos|Tetraodontiformes|Tetraodontidae|1|1|0|0|||0|1|0|0|0||||||||||||||||||||||||||
Botete collarete||Sphoeroides spengleri |Peces óseos|Tetraodontiformes|Tetraodontidae|1|1|0|0|||0|1|0|0|0||||||||||||||||||||||||||
Botete panza rayada|Stripebelly Puffer|Arothron hispidus|Peces óseos|Tetraodontiformes|Tetraodontidae|0|0|1|0|Botetes ||0|1|0|0|0||||||||||||||||||||||Sin datos|Sin datos|Sin datos||
Botete aletas punteadas |Guineafowl Puffer|Arothron meleagris|Peces óseos|Tetraodontiformes|Tetraodontidae|0|0|1|0|Botetes ||0|1|0|0|0||||||||||||||||||||||Sin datos|Sin datos|Sin datos||
Cazón californiano|Gray Smoothhound|Mustelus californicus|Chondrichthyes|Carcharhiniformes|Triakidae|0|0|1|0|Cazones |Nacional|1|0|0|0|0|Cartel |Tríptico  |35-116|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos oceánicos y costeros. Vive en mares de aguas templado –cálidas y tropicales. Se alimenta principalmente de cangrejos, camarones, gusanos equiúridos y algunos peces.|Se distribuye en el Pacífico Oriental, desde el norte de California hasta el Golfo de California.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible||||sobre pesca|sobre pesca|sobre pesca||
Cazón mamón||Mustelus canis|Tiburones |Carcharhiniformes|Triakidae|1|1|0|0|Cazones ||1|0|0|0|0||||||Casi amenazada|||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto. ||||||||||||||||
Cazón aleta deshilachada|Brown Smooth-Hound|Mustelus henlei|Chondrichthyes|Carcharhiniformes|Triakidae|0|0|1|0|Cazones |Nacional|1|0|0|0|0|Cartel |Tríptico  |54-100|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos oceánicos y costeros. Vive desde la zona intermareal hasta los 200 metros de profundidad. Se alimenta de crustáceos, moluscos y peces.|Se distribuye en el Pacífico Oriental, desde California hasta Perú.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible||||sobre pesca|sobre pesca|sobre pesca||
Cazón mamón|Sicklefin Smooth-Hound|Mustelus lunulatus|Chondrichthyes|Carcharhiniformes|Triakidae|0|0|1|0|Cazones |Nacional|1|0|0|0|0|Cartel |Tríptico  |43-170|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos costeros. Vive en la zona intermareal hasta los 100 metros de profundidad. Se alimenta de crustáceos, moluscos y peces.|Se distribuye en el Pacífico Oriental, desde California a Panamá.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible||||sobre pesca|sobre pesca|sobre pesca||
Cintilla|Atlantic Cutlassfish|Trichiurus lepturus|Actinopterygii|Perciformes|Trichiuridae|1|0|0|0|Cintillas|Nacional|0|1|0|0|0|Cartel |Tríptico  |30-234|Selectiva|Línea de mano para peces pelágicos y demersales. ||||||Especie marina de aguas costeras que vive en fondos fangosos y poco profundos. Se alimenta de pequeños crustáceos, peces pequeños y calamares. |Se distribuye en todo el Atlántico y Pacífico. |Capturada|Se utiliza la carne. |||||Desconocida|Desconocida|Desconocida|||||
Rubio volador||Prionotus evolans|Peces óseos|Scorpaeniformes |Triglidae|1|0|0|0|Rubio||0|1|0|0|0||||||||||||||||||||||||||
Vaca rasposa|Rough Searobin|Prionotus ruscarius|Peces óseos|Scorpaeniformes |Triglidae|0|0|1|0|Gallineta||0|1|0|0|0||||||||||||||||||||||Sin datos|Sin datos|Sin datos||
Rubio volador||Prionotus punctatus|Peces óseos|Scorpaeniformes |Triglidae|1|1|0|0|Rubio||0|1|0|0|0||||||||||||||||||||||||||
Raya moteada de espina||Urobatis halleri|Rayas y similares |Rajiformes|Urolophidae|0|0|1|0|Rayas y similares ||0|1|0|0|0|||||||||Temporal fija| (Pacífico) del 1 de mayo al 31 de julio.||||||||||||||||
Raya espina de lija||Urobatis maculatus|Rayas y similares |Rajiformes|Urolophidae|0|0|1|0|Rayas y similares ||0|1|0|0|0|||||||||Temporal fija| (Pacífico) del 1 de mayo al 31 de julio.||||||||||||||||
Raya espina de estero||Urolophus jamaicensis|Rayas y similares |Rajiformes|Urotrygonidae|1|0|0|0|Rayas y similares ||0|1|0|0|0||||||||||||||||||||||||||
Raya lisa de espina||Urotrygon maculatus|Rayas y similares |Rajiformes|Urotrygonidae|0|0|1|0|Rayas y similares ||0|1|0|0|0|||||||||Temporal fija| (Pacífico) del 1 de mayo al 31 de julio.||||||||||||||||
Raya gris de espina ||Urotrygon rogersi|Rayas y similares |Rajiformes|Urotrygonidae|0|0|1|0|Rayas y similares ||0|1|0|0|0|||||||||Temporal fija| (Pacífico) del 1 de mayo al 31 de julio.||||||||||||||||
Pez espada|Swordfish|Xiphias gladius|Peces óseos|Perciformes|Xiphiidae|0|0|0|1|Peces importados ||0|0|0|0|0|||||||||Permanente  (solo pesca deportiva)|Todo el año |Especie marina de hábitos oceánicos. |Se distribuye en todos los mares. |Capturada|Congelado. |Estados Unidos, Canada.|||||||||||
Pez espada|Swordfish|Xiphias gladius|Peces óseos|Perciformes|Xiphiidae|0|0|1|0|Otros||0|0|1|0|0|||||||||Permanente  (solo pesca deportiva)|Todo el año ||||||||||||||||
Pez sierra común|Largetooth sawfish|Pristis pristis|Chondrichthyes|Pristiformes|Pristidae|1|1|1|1|Tiburones|Nacional|0|1|0|0|0|||200-300|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.|En peligro crítico|Apéndice I|Amenazada|Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.  (Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos costeros. Vive en la zona intermareal hasta los 100 metros de profundidad. Se alimenta de crustáceos, moluscos y peces.|Se distribuye en todos los mares.|Capturada|Se utiliza la carne. ||Desconocida|Desconocida|Desconocida|Desconocida|Desconocida|Desconocida|Sin datos|Sin datos|Sin datos||
Pristis pectinata|Smalltooth sawfish|Pristis pectinata|Tiburones |Pristiformes|Pristidae|1|1|0||Tiburones||0|1|0|0|0|||200-500|||En peligro crítico|Apéndice I|Amenazada|Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto. ||||||||||||Sin datos|Sin datos|Sin datos||
Esturión del Atlántico|Atlantic sturgeon|Acipenser oxyrinchus|Peces óseos|Acipenseriformes|Acipenseridae|1|1|0||Otros||0|1|0|0|0|||100-300|||Casi amenazada|Apéndice II|Extinto en vida silvestre||Pesqueria cerrada |Especie marina de aguas poco profundas. Vive en estuarios y en la boca de los ríos. Se alimenta de moluscos, crustáceos y peces. |Se distribuye en el Golfo de México y Mar Caribe|Capturada|||||||||Sin datos|Sin datos|Sin datos||
||||||||||||||||||||||||||||||||||||||Sin datos|Sin datos|Sin datos||
Cabrilla gato|Tiger Grouper|Mycteroperca tigris|||||||||||||||||||||||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||
Sábalo||||||||||||||||||||||||||||||||||||||||||
